sample1	sample2	dis	sam1_group	sam2_group	group	day
F41_56	F44_56	337.49	2	2	2_2	56-56
F41_56	F48_35	33.58	2	2	2_2	56-35
F41_56	F48_56	151.0	2	2	2_2	56-56
F41_56	F61_35	27.61	2	2	2_2	56-35
F41_56	F61_56	34.91	2	2	2_2	56-56
F41_56	F62_56	212.45	2	1	2_1	56-56
F41_56	F63_56	220.84	2	1	2_1	56-56
F41_56	F64_56	8.79	2	1	2_1	56-56
F41_56	F65_56	7.83	2	1	2_1	56-56
F41_56	F66_56	94.92	2	3	2_3	56-56
F41_56	F67_15	56.26	2	3	2_3	56-15
F41_56	F67_35	18.71	2	3	2_3	56-35
F41_56	F67_56	50.13	2	3	2_3	56-56
F41_56	F68_35	35.83	2	3	2_3	56-35
F41_56	F68_56	43.5	2	3	2_3	56-56
F41_56	F69_35	31.73	2	3	2_3	56-35
F41_56	F90_35	41.99	2	1	2_1	56-35
F41_56	F90_56	76.13	2	1	2_1	56-56
F41_56	F91_56	59.97	2	1	2_1	56-56
F41_56	F92_35	57.27	2	1	2_1	56-35
F41_56	F92_56	93.3	2	1	2_1	56-56
F41_56	F52_56	90.09	2	2	2_2	56-56
F41_56	F53_56	6.5	2	2	2_2	56-56
F41_56	F58_56	67.61	2	2	2_2	56-56
F41_56	F70_35	129.44	2	3	2_3	56-35
F41_56	F70_56	33.64	2	3	2_3	56-56
F41_56	F73_56	48.87	2	3	2_3	56-56
F41_56	F75_35	23.53	2	3	2_3	56-35
F41_56	F76_35	174.47	2	3	2_3	56-35
F41_56	F76_56	64.5	2	3	2_3	56-56
F41_56	F77_35	95.68	2	3	2_3	56-35
F41_56	F77_56	203.75	2	3	2_3	56-56
F41_56	F79_35	37.75	2	3	2_3	56-35
F41_56	F80_35	30.19	2	3	2_3	56-35
F41_56	F80_56	94.15	2	3	2_3	56-56
F41_56	F83_35	35.95	2	3	2_3	56-35
F41_56	F83_56	145.37	2	3	2_3	56-56
F41_56	F84_35	34.91	2	1	2_1	56-35
F41_56	F86_35	33.23	2	1	2_1	56-35
F41_56	F87_15	38.72	2	1	2_1	56-15
F41_56	F87_35	22.49	2	1	2_1	56-35
F41_56	F87_56	147.77	2	1	2_1	56-56
F41_56	F88_35	73.62	2	1	2_1	56-35
F41_56	F89_35	108.46	2	1	2_1	56-35
F41_56	F89_56	70.13	2	1	2_1	56-56
F44_35	F44_56	21.46	2	2	2_2	35-56
F44_35	F48_56	18.78	2	2	2_2	35-56
F44_35	F61_56	134.06	2	2	2_2	35-56
F44_35	F62_56	75.03	2	1	2_1	35-56
F44_35	F63_56	23.99	2	1	2_1	35-56
F44_35	F64_56	43.45	2	1	2_1	35-56
F44_35	F65_56	92.1	2	1	2_1	35-56
F44_35	F66_56	17.29	2	3	2_3	35-56
F44_35	F67_15	163.77	2	3	2_3	35-15
F44_35	F67_56	51.05	2	3	2_3	35-56
F44_35	F68_56	43.4	2	3	2_3	35-56
F44_35	F69_56	22.88	2	3	2_3	35-56
F44_35	F90_56	41.78	2	1	2_1	35-56
F44_35	F91_56	86.91	2	1	2_1	35-56
F44_35	F92_35	54.01	2	1	2_1	35-35
F44_35	F92_56	20.37	2	1	2_1	35-56
F44_35	F39_56	14.02	2	2	2_2	35-56
F44_35	F52_56	17.2	2	2	2_2	35-56
F44_35	F55_56	20.01	2	2	2_2	35-56
F44_35	F58_56	16.6	2	2	2_2	35-56
F44_35	F70_35	20.05	2	3	2_3	35-35
F44_35	F73_56	41.48	2	3	2_3	35-56
F44_35	F75_56	23.06	2	3	2_3	35-56
F44_35	F76_35	24.86	2	3	2_3	35-35
F44_35	F76_56	70.8	2	3	2_3	35-56
