sample1	sample2	dis	sam1_group	sam2_group	group	day
F44_35	F44_56	14.12	2	2	2_2	35-56
F44_35	F47_56	37.68	2	2	2_2	35-56
F44_35	F48_35	11.67	2	2	2_2	35-35
F44_35	F48_56	78.61	2	2	2_2	35-56
F44_35	F49_35	12.47	2	2	2_2	35-35
F44_35	F61_56	33.81	2	2	2_2	35-56
F44_35	F62_35	3.44	2	1	2_1	35-35
F44_35	F62_56	5.0	2	1	2_1	35-56
F44_35	F63_35	161.1	2	1	2_1	35-35
F44_35	F63_56	11.6	2	1	2_1	35-56
F44_35	F64_35	13.43	2	1	2_1	35-35
F44_35	F64_56	29.18	2	1	2_1	35-56
F44_35	F65_35	133.62	2	1	2_1	35-35
F44_35	F66_56	2.91	2	3	2_3	35-56
F44_35	F67_35	2.3	2	3	2_3	35-35
F44_35	F67_56	115.09	2	3	2_3	35-56
F44_35	F69_35	125.15	2	3	2_3	35-35
F44_35	F69_56	50.54	2	3	2_3	35-56
F44_35	F90_35	4.05	2	1	2_1	35-35
F44_35	F90_56	10.68	2	1	2_1	35-56
F44_35	F91_35	inf	2	1	2_1	35-35
F44_35	F91_56	10.66	2	1	2_1	35-56
F44_35	F92_56	32.61	2	1	2_1	35-56
F44_35	F39_56	83.34	2	2	2_2	35-56
F44_35	F52_56	114.86	2	2	2_2	35-56
F44_35	F53_35	2.76	2	2	2_2	35-35
F44_35	F53_56	9.04	2	2	2_2	35-56
F44_35	F55_35	13.3	2	2	2_2	35-35
F44_35	F55_56	11.94	2	2	2_2	35-56
F44_35	F56_56	27.38	2	2	2_2	35-56
F44_35	F70_35	12.05	2	3	2_3	35-35
F44_35	F70_56	7.94	2	3	2_3	35-56
F44_35	F73_35	104.57	2	3	2_3	35-35
F44_35	F73_56	5.97	2	3	2_3	35-56
F44_35	F75_35	13.8	2	3	2_3	35-35
F44_35	F76_56	8.66	2	3	2_3	35-56
F44_35	F77_35	1.37	2	3	2_3	35-35
F44_35	F77_56	53.54	2	3	2_3	35-56
F44_35	F79_35	9.1	2	3	2_3	35-35
F44_35	F80_35	12.78	2	3	2_3	35-35
F44_35	F80_56	10.98	2	3	2_3	35-56
F44_35	F83_35	11.95	2	3	2_3	35-35
F44_35	F83_56	12.11	2	3	2_3	35-56
F44_35	F84_35	12.4	2	1	2_1	35-35
F44_35	F86_35	11.64	2	1	2_1	35-35
F44_35	F86_56	26.57	2	1	2_1	35-56
F44_35	F87_35	12.41	2	1	2_1	35-35
F44_35	F87_56	52.95	2	1	2_1	35-56
F44_35	F88_56	2.78	2	1	2_1	35-56
F44_35	F89_35	5.09	2	1	2_1	35-35
F44_35	F89_56	19.88	2	1	2_1	35-56
F44_56	F44_35	14.12	2	2	2_2	56-35
F44_56	F47_56	45.99	2	2	2_2	56-56
F44_56	F48_35	8.5	2	2	2_2	56-35
F44_56	F48_56	67.59	2	2	2_2	56-56
F44_56	F49_35	48.53	2	2	2_2	56-35
F44_56	F61_56	33.23	2	2	2_2	56-56
F44_56	F62_35	5.67	2	1	2_1	56-35
F44_56	F62_56	10.92	2	1	2_1	56-56
F44_56	F63_35	166.09	2	1	2_1	56-35
F44_56	F63_56	11.62	2	1	2_1	56-56
F44_56	F64_35	37.03	2	1	2_1	56-35
F44_56	F64_56	24.31	2	1	2_1	56-56
F44_56	F66_56	15.13	2	3	2_3	56-56
F44_56	F67_35	6.06	2	3	2_3	56-35
F44_56	F67_56	126.0	2	3	2_3	56-56
F44_56	F69_35	78.23	2	3	2_3	56-35
F44_56	F69_56	206.95	2	3	2_3	56-56
F44_56	F90_35	11.55	2	1	2_1	56-35
F44_56	F90_56	16.16	2	1	2_1	56-56
F44_56	F91_35	66.57	2	1	2_1	56-35
F44_56	F91_56	15.18	2	1	2_1	56-56
F44_56	F92_56	49.84	2	1	2_1	56-56
F44_56	F39_56	81.59	2	2	2_2	56-56
F44_56	F52_56	98.01	2	2	2_2	56-56
F44_56	F53_35	8.52	2	2	2_2	56-35
F44_56	F53_56	9.78	2	2	2_2	56-56
F44_56	F55_35	68.13	2	2	2_2	56-35
F44_56	F55_56	10.95	2	2	2_2	56-56
F44_56	F56_56	25.03	2	2	2_2	56-56
F44_56	F70_35	8.19	2	3	2_3	56-35
F44_56	F70_56	10.01	2	3	2_3	56-56
F44_56	F73_35	25.48	2	3	2_3	56-35
F44_56	F73_56	15.49	2	3	2_3	56-56
F44_56	F75_35	53.8	2	3	2_3	56-35
F44_56	F76_56	15.01	2	3	2_3	56-56
F44_56	F77_35	37.95	2	3	2_3	56-35
F44_56	F77_56	45.2	2	3	2_3	56-56
F44_56	F79_35	15.74	2	3	2_3	56-35
F44_56	F80_35	6.57	2	3	2_3	56-35
F44_56	F80_56	7.57	2	3	2_3	56-56
F44_56	F83_35	9.04	2	3	2_3	56-35
F44_56	F83_56	8.19	2	3	2_3	56-56
F44_56	F84_35	7.82	2	1	2_1	56-35
F44_56	F86_35	7.82	2	1	2_1	56-35
F44_56	F86_56	44.95	2	1	2_1	56-56
F44_56	F87_35	5.84	2	1	2_1	56-35
F44_56	F87_56	53.91	2	1	2_1	56-56
F44_56	F88_56	12.39	2	1	2_1	56-56
F44_56	F89_35	11.57	2	1	2_1	56-35
F44_56	F89_56	21.21	2	1	2_1	56-56
F47_56	F44_35	37.68	2	2	2_2	56-35
F47_56	F44_56	45.99	2	2	2_2	56-56
F47_56	F49_35	20.36	2	2	2_2	56-35
F47_56	F49_56	53.53	2	2	2_2	56-56
F47_56	F61_35	55.46	2	2	2_2	56-35
F47_56	F61_56	81.32	2	2	2_2	56-56
F47_56	F62_35	115.49	2	1	2_1	56-35
F47_56	F62_56	236.49	2	1	2_1	56-56
F47_56	F63_35	43.49	2	1	2_1	56-35
F47_56	F64_35	24.38	2	1	2_1	56-35
F47_56	F65_35	45.76	2	1	2_1	56-35
F47_56	F65_56	54.13	2	1	2_1	56-56
F47_56	F66_56	192.8	2	3	2_3	56-56
F47_56	F67_35	38.21	2	3	2_3	56-35
F47_56	F67_56	203.66	2	3	2_3	56-56
F47_56	F68_56	337.04	2	3	2_3	56-56
F47_56	F69_35	30.26	2	3	2_3	56-35
F47_56	F69_56	40.56	2	3	2_3	56-56
F47_56	F90_35	146.5	2	1	2_1	56-35
F47_56	F91_35	25.76	2	1	2_1	56-35
F47_56	F92_56	100.23	2	1	2_1	56-56
F47_56	F39_56	84.79	2	2	2_2	56-56
F47_56	F52_56	74.92	2	2	2_2	56-56
F47_56	F53_35	16.79	2	2	2_2	56-35
F47_56	F53_56	45.98	2	2	2_2	56-56
F47_56	F55_35	22.51	2	2	2_2	56-35
F47_56	F56_56	39.92	2	2	2_2	56-56
F47_56	F58_56	39.03	2	2	2_2	56-56
F47_56	F73_35	25.43	2	3	2_3	56-35
F47_56	F73_56	129.61	2	3	2_3	56-56
F47_56	F75_35	22.23	2	3	2_3	56-35
F47_56	F75_56	50.06	2	3	2_3	56-56
F47_56	F79_35	38.33	2	3	2_3	56-35
F47_56	F87_35	39.89	2	1	2_1	56-35
F47_56	F87_56	84.99	2	1	2_1	56-56
F47_56	F88_35	46.21	2	1	2_1	56-35
F47_56	F88_56	24.88	2	1	2_1	56-56
F47_56	F89_35	136.7	2	1	2_1	56-35
F48_35	F44_35	11.67	2	2	2_2	35-35
F48_35	F44_56	8.5	2	2	2_2	35-56
F48_35	F48_56	11.98	2	2	2_2	35-56
F48_35	F49_35	67.39	2	2	2_2	35-35
F48_35	F61_56	55.37	2	2	2_2	35-56
F48_35	F62_35	10.5	2	1	2_1	35-35
F48_35	F62_56	6.28	2	1	2_1	35-56
F48_35	F63_56	2.49	2	1	2_1	35-56
F48_35	F64_35	74.88	2	1	2_1	35-35
F48_35	F64_56	3.11	2	1	2_1	35-56
F48_35	F66_56	7.6	2	3	2_3	35-56
F48_35	F67_35	11.0	2	3	2_3	35-35
F48_35	F67_56	57.23	2	3	2_3	35-56
F48_35	F69_56	134.0	2	3	2_3	35-56
F48_35	F90_35	9.47	2	1	2_1	35-35
F48_35	F90_56	1.19	2	1	2_1	35-56
F48_35	F91_56	2.03	2	1	2_1	35-56
F48_35	F92_56	56.66	2	1	2_1	35-56
F48_35	F39_56	95.24	2	2	2_2	35-56
F48_35	F52_56	154.42	2	2	2_2	35-56
F48_35	F53_35	9.93	2	2	2_2	35-35
F48_35	F53_56	2.86	2	2	2_2	35-56
F48_35	F55_35	65.61	2	2	2_2	35-35
F48_35	F55_56	2.85	2	2	2_2	35-56
F48_35	F56_56	32.18	2	2	2_2	35-56
F48_35	F70_35	2.18	2	3	2_3	35-35
F48_35	F70_56	0.85	2	3	2_3	35-56
F48_35	F73_56	11.07	2	3	2_3	35-56
F48_35	F75_35	69.71	2	3	2_3	35-35
F48_35	F76_56	1.39	2	3	2_3	35-56
F48_35	F77_35	10.59	2	3	2_3	35-35
F48_35	F77_56	12.37	2	3	2_3	35-56
F48_35	F79_35	43.41	2	3	2_3	35-35
F48_35	F80_35	2.15	2	3	2_3	35-35
F48_35	F80_56	2.35	2	3	2_3	35-56
F48_35	F83_35	7.76	2	3	2_3	35-35
F48_35	F83_56	2.33	2	3	2_3	35-56
F48_35	F84_35	2.36	2	1	2_1	35-35
F48_35	F86_35	2.17	2	1	2_1	35-35
F48_35	F86_56	9.85	2	1	2_1	35-56
F48_35	F87_35	21.82	2	1	2_1	35-35
F48_35	F87_56	104.62	2	1	2_1	35-56
F48_35	F88_56	9.4	2	1	2_1	35-56
F48_35	F89_35	9.63	2	1	2_1	35-35
F48_35	F89_56	10.78	2	1	2_1	35-56
F48_56	F44_35	78.61	2	2	2_2	56-35
F48_56	F44_56	67.59	2	2	2_2	56-56
F48_56	F48_35	11.98	2	2	2_2	56-35
F48_56	F49_35	35.37	2	2	2_2	56-35
F48_56	F49_56	153.95	2	2	2_2	56-56
F48_56	F61_35	169.79	2	2	2_2	56-35
F48_56	F61_56	87.64	2	2	2_2	56-56
F48_56	F62_35	57.36	2	1	2_1	56-35
F48_56	F62_56	62.98	2	1	2_1	56-56
F48_56	F63_56	13.18	2	1	2_1	56-56
F48_56	F64_35	40.76	2	1	2_1	56-35
F48_56	F64_56	11.59	2	1	2_1	56-56
F48_56	F65_35	94.52	2	1	2_1	56-35
F48_56	F65_56	206.23	2	1	2_1	56-56
F48_56	F66_56	64.15	2	3	2_3	56-56
F48_56	F67_35	72.91	2	3	2_3	56-35
F48_56	F67_56	67.79	2	3	2_3	56-56
F48_56	F68_56	97.46	2	3	2_3	56-56
F48_56	F69_56	64.34	2	3	2_3	56-56
F48_56	F90_35	50.19	2	1	2_1	56-35
