sample1	sample2	dis	sam1_group	sam2_group	group	day
F41_15	F41_35	49.37	2	2	2_2	15-35
F41_15	F44_15	70.26	2	2	2_2	15-15
F41_15	F44_35	84.14	2	2	2_2	15-35
F41_15	F47_15	36.14	2	2	2_2	15-15
F41_15	F47_35	58.22	2	2	2_2	15-35
F41_15	F47_56	51.19	2	2	2_2	15-56
F41_15	F48_15	44.39	2	2	2_2	15-15
F41_15	F48_35	72.48	2	2	2_2	15-35
F41_15	F49_15	33.57	2	2	2_2	15-15
F41_15	F49_35	125.14	2	2	2_2	15-35
F41_15	F49_56	99.44	2	2	2_2	15-56
F41_15	F61_15	41.37	2	2	2_2	15-15
F41_15	F61_35	884.55	2	2	2_2	15-35
F41_15	F61_56	143.82	2	2	2_2	15-56
F41_15	F62_15	10.93	2	1	2_1	15-15
F41_15	F62_35	55.62	2	1	2_1	15-35
F41_15	F62_56	35.28	2	1	2_1	15-56
F41_15	F63_15	3.3	2	1	2_1	15-15
F41_15	F63_35	46.68	2	1	2_1	15-35
F41_15	F63_56	110.98	2	1	2_1	15-56
F41_15	F64_15	32.3	2	1	2_1	15-15
F41_15	F64_35	109.82	2	1	2_1	15-35
F41_15	F64_56	115.65	2	1	2_1	15-56
F41_15	F65_15	27.5	2	1	2_1	15-15
F41_15	F65_35	74.86	2	1	2_1	15-35
F41_15	F65_56	101.34	2	1	2_1	15-56
F41_15	F66_15	16.19	2	3	2_3	15-15
F41_15	F66_35	62.55	2	3	2_3	15-35
F41_15	F66_56	222.89	2	3	2_3	15-56
F41_15	F67_15	30.56	2	3	2_3	15-15
F41_15	F67_56	39.45	2	3	2_3	15-56
F41_15	F68_15	34.55	2	3	2_3	15-15
F41_15	F68_35	79.31	2	3	2_3	15-35
F41_15	F68_56	142.56	2	3	2_3	15-56
F41_15	F69_15	197.1	2	3	2_3	15-15
F41_15	F69_35	55.41	2	3	2_3	15-35
F41_15	F69_56	80.52	2	3	2_3	15-56
F41_15	F90_15	6.55	2	1	2_1	15-15
F41_15	F90_56	63.61	2	1	2_1	15-56
F41_15	F91_15	47.34	2	1	2_1	15-15
F41_15	F91_35	44.74	2	1	2_1	15-35
F41_15	F92_56	87.39	2	1	2_1	15-56
F41_15	F39_15	117.42	2	2	2_2	15-15
F41_15	F39_35	95.07	2	2	2_2	15-35
F41_15	F39_56	106.81	2	2	2_2	15-56
F41_15	F52_15	24.44	2	2	2_2	15-15
F41_15	F52_56	85.38	2	2	2_2	15-56
F41_15	F53_15	6.84	2	2	2_2	15-15
F41_15	F53_35	68.56	2	2	2_2	15-35
F41_15	F53_56	113.76	2	2	2_2	15-56
F41_15	F55_15	40.19	2	2	2_2	15-15
F41_15	F55_35	45.96	2	2	2_2	15-35
F41_15	F55_56	43.33	2	2	2_2	15-56
F41_15	F56_15	43.66	2	2	2_2	15-15
F41_15	F56_56	73.02	2	2	2_2	15-56
F41_15	F58_15	26.48	2	2	2_2	15-15
F41_15	F58_35	55.45	2	2	2_2	15-35
F41_15	F58_56	52.08	2	2	2_2	15-56
F41_15	F70_15	28.58	2	3	2_3	15-15
F41_15	F70_35	37.7	2	3	2_3	15-35
F41_15	F70_56	34.98	2	3	2_3	15-56
F41_15	F73_15	73.75	2	3	2_3	15-15
F41_15	F73_35	116.45	2	3	2_3	15-35
F41_15	F75_15	31.51	2	3	2_3	15-15
F41_15	F75_35	69.25	2	3	2_3	15-35
F41_15	F76_15	29.68	2	3	2_3	15-15
F41_15	F76_35	66.99	2	3	2_3	15-35
F41_15	F76_56	66.82	2	3	2_3	15-56
F41_15	F77_15	22.16	2	3	2_3	15-15
F41_15	F77_56	115.68	2	3	2_3	15-56
F41_15	F79_15	91.33	2	3	2_3	15-15
F41_15	F79_35	81.0	2	3	2_3	15-35
F41_15	F80_15	16.84	2	3	2_3	15-15
F41_15	F80_35	142.99	2	3	2_3	15-35
F41_15	F80_56	151.27	2	3	2_3	15-56
F41_15	F83_35	28.45	2	3	2_3	15-35
F41_15	F83_56	185.99	2	3	2_3	15-56
F41_15	F84_15	15.89	2	1	2_1	15-15
F41_15	F84_35	121.12	2	1	2_1	15-35
F41_15	F84_56	79.09	2	1	2_1	15-56
F41_15	F86_35	96.34	2	1	2_1	15-35
F41_15	F86_56	85.35	2	1	2_1	15-56
F41_15	F87_35	97.51	2	1	2_1	15-35
F41_15	F87_56	190.54	2	1	2_1	15-56
F41_15	F88_35	39.4	2	1	2_1	15-35
F41_15	F88_56	64.75	2	1	2_1	15-56
F41_15	F89_15	17.87	2	1	2_1	15-15
F41_15	F89_35	111.44	2	1	2_1	15-35
F41_15	F89_56	95.1	2	1	2_1	15-56
F41_35	F41_15	49.37	2	2	2_2	35-15
F41_35	F41_56	64.52	2	2	2_2	35-56
F41_35	F44_15	66.89	2	2	2_2	35-15
F41_35	F44_35	9.26	2	2	2_2	35-35
F41_35	F44_56	8.34	2	2	2_2	35-56
F41_35	F47_15	8.77	2	2	2_2	35-15
F41_35	F47_35	40.88	2	2	2_2	35-35
F41_35	F47_56	78.31	2	2	2_2	35-56
F41_35	F48_35	25.67	2	2	2_2	35-35
