sample1	sample2	dis	sam1_group	sam2_group	group	day
F41_15	F41_35	15.81	2	2	2_2	15-35
F41_15	F44_15	2.63	2	2	2_2	15-15
F41_15	F44_35	9.72	2	2	2_2	15-35
F41_15	F49_15	0.0	2	2	2_2	15-15
F41_15	F49_35	12.03	2	2	2_2	15-35
F41_15	F61_56	5.17	2	2	2_2	15-56
F41_15	F63_15	8.25	2	1	2_1	15-15
F41_15	F63_35	0.0	2	1	2_1	15-35
F41_15	F63_56	17.78	2	1	2_1	15-56
F41_15	F64_56	152.14	2	1	2_1	15-56
F41_15	F65_56	0.0	2	1	2_1	15-56
F41_15	F66_15	8.36	2	3	2_3	15-15
F41_15	F66_35	36.39	2	3	2_3	15-35
F41_15	F67_15	26.56	2	3	2_3	15-15
F41_15	F67_35	inf	2	3	2_3	15-35
F41_15	F67_56	25.8	2	3	2_3	15-56
F41_15	F68_35	0.0	2	3	2_3	15-35
F41_15	F68_56	0.0	2	3	2_3	15-56
F41_15	F90_15	179.84	2	1	2_1	15-15
F41_15	F90_35	84.84	2	1	2_1	15-35
F41_15	F90_56	164.79	2	1	2_1	15-56
F41_15	F92_35	11.37	2	1	2_1	15-35
F41_15	F39_35	0.0	2	2	2_2	15-35
F41_15	F39_56	18.94	2	2	2_2	15-56
F41_15	F53_15	4.66	2	2	2_2	15-15
F41_15	F53_35	16.82	2	2	2_2	15-35
F41_15	F55_56	0.0	2	2	2_2	15-56
F41_15	F56_15	11.69	2	2	2_2	15-15
F41_15	F56_35	16.1	2	2	2_2	15-35
F41_15	F56_56	3.05	2	2	2_2	15-56
F41_15	F58_35	4.48	2	2	2_2	15-35
F41_15	F58_56	20.94	2	2	2_2	15-56
F41_15	F70_15	10.76	2	3	2_3	15-15
F41_15	F73_35	11.47	2	3	2_3	15-35
F41_15	F75_56	0.0	2	3	2_3	15-56
F41_15	F77_35	43.83	2	3	2_3	15-35
F41_15	F77_56	63.11	2	3	2_3	15-56
F41_15	F79_35	114.02	2	3	2_3	15-35
F41_15	F80_15	65.98	2	3	2_3	15-15
F41_15	F80_35	5.29	2	3	2_3	15-35
F41_15	F80_56	0.0	2	3	2_3	15-56
F41_15	F83_35	0.0	2	3	2_3	15-35
F41_15	F84_35	58.53	2	1	2_1	15-35
F41_15	F84_56	17.29	2	1	2_1	15-56
F41_15	F86_35	11.39	2	1	2_1	15-35
F41_15	F87_15	58.59	2	1	2_1	15-15
F41_15	F87_35	2.26	2	1	2_1	15-35
F41_15	F88_35	3.13	2	1	2_1	15-35
F41_15	F88_56	86.64	2	1	2_1	15-56
F41_15	F89_35	24.56	2	1	2_1	15-35
F41_15	F89_56	19.77	2	1	2_1	15-56
F41_35	F41_15	15.81	2	2	2_2	35-15
F41_35	F41_56	1.25	2	2	2_2	35-56
F41_35	F44_15	8.84	2	2	2_2	35-15
F41_35	F44_35	18.06	2	2	2_2	35-35
F41_35	F44_56	19.19	2	2	2_2	35-56
F41_35	F48_56	18.04	2	2	2_2	35-56
F41_35	F49_15	17.02	2	2	2_2	35-15
F41_35	F49_35	19.27	2	2	2_2	35-35
F41_35	F61_56	16.77	2	2	2_2	35-56
F41_35	F63_15	6.21	2	1	2_1	35-15
F41_35	F63_35	3.72	2	1	2_1	35-35
F41_35	F63_56	16.97	2	1	2_1	35-56
F41_35	F64_56	1.03	2	1	2_1	35-56
F41_35	F65_56	1.69	2	1	2_1	35-56
F41_35	F66_15	21.96	2	3	2_3	35-15
F41_35	F66_35	7.14	2	3	2_3	35-35
F41_35	F66_56	17.93	2	3	2_3	35-56
F41_35	F67_15	15.94	2	3	2_3	35-15
F41_35	F67_35	17.9	2	3	2_3	35-35
F41_35	F67_56	17.88	2	3	2_3	35-56
F41_35	F68_35	16.99	2	3	2_3	35-35
F41_35	F68_56	7.29	2	3	2_3	35-56
F41_35	F90_15	5.08	2	1	2_1	35-15
F41_35	F90_35	18.72	2	1	2_1	35-35
F41_35	F90_56	19.22	2	1	2_1	35-56
F41_35	F92_35	17.67	2	1	2_1	35-35
F41_35	F92_56	16.83	2	1	2_1	35-56
F41_35	F39_35	25.62	2	2	2_2	35-35
F41_35	F39_56	1.41	2	2	2_2	35-56
F41_35	F52_56	20.21	2	2	2_2	35-56
F41_35	F53_15	27.47	2	2	2_2	35-15
F41_35	F53_35	5.69	2	2	2_2	35-35
F41_35	F55_35	19.67	2	2	2_2	35-35
F41_35	F55_56	18.53	2	2	2_2	35-56
F41_35	F56_15	21.55	2	2	2_2	35-15
F41_35	F56_35	21.47	2	2	2_2	35-35
F41_35	F56_56	11.8	2	2	2_2	35-56
F41_35	F58_35	18.46	2	2	2_2	35-35
F41_35	F58_56	28.65	2	2	2_2	35-56
F41_35	F70_15	16.97	2	3	2_3	35-15
F41_35	F73_35	19.93	2	3	2_3	35-35
F41_35	F73_56	1.4	2	3	2_3	35-56
